text,upvotes,downvotes,student_id,comment_id
Here is a comment by student #3981 for the class with id #021923. I give it 1 difficulty and 3 quality.,4,0,3981,9234
Here is a comment by student #2684 for the class with id #021923. I give it 2 difficulty and 2 quality.,0,2,2684,9235
Here is a comment by student #1794 for the class with id #021923. I give it 4 difficulty and 4 quality.,0,0,1794,9236
Here is a comment by student #2472 for the class with id #021923. I give it 3 difficulty and 2 quality.,4,2,2472,9237
Here is a comment by student #3533 for the class with id #021923. I give it 2 difficulty and 5 quality.,0,0,3533,9238
Here is a comment by student #1613 for the class with id #021923. I give it 2 difficulty and 4 quality.,7,0,1613,9239
Here is a comment by student #2185 for the class with id #021923. I give it 3 difficulty and 1 quality.,0,0,2185,9240
Here is a comment by student #2916 for the class with id #021923. I give it 2 difficulty and 3 quality.,8,0,2916,9241
Here is a comment by student #1877 for the class with id #021923. I give it 5 difficulty and 1 quality.,8,1,1877,9242
Here is a comment by student #2834 for the class with id #021923. I give it 1 difficulty and 2 quality.,8,0,2834,9243
Here is a comment by student #2665 for the class with id #021923. I give it 3 difficulty and 5 quality.,2,0,2665,9244
Here is a comment by student #1086 for the class with id #021923. I give it 1 difficulty and 1 quality.,5,0,1086,9245
Here is a comment by student #2938 for the class with id #021923. I give it 2 difficulty and 1 quality.,0,0,2938,9246
Here is a comment by student #1485 for the class with id #021506. I give it 1 difficulty and 2 quality.,0,0,1485,9247
Here is a comment by student #3974 for the class with id #021506. I give it 1 difficulty and 5 quality.,0,0,3974,9248
Here is a comment by student #2683 for the class with id #021506. I give it 2 difficulty and 3 quality.,0,1,2683,9249
Here is a comment by student #2583 for the class with id #021506. I give it 1 difficulty and 5 quality.,2,0,2583,9250
Here is a comment by student #2287 for the class with id #021506. I give it 1 difficulty and 1 quality.,0,2,2287,9251
Here is a comment by student #2787 for the class with id #021506. I give it 2 difficulty and 3 quality.,7,0,2787,9252
Here is a comment by student #2474 for the class with id #021506. I give it 5 difficulty and 2 quality.,1,0,2474,9253
Here is a comment by student #3945 for the class with id #021506. I give it 2 difficulty and 2 quality.,8,0,3945,9254
Here is a comment by student #1718 for the class with id #021506. I give it 3 difficulty and 2 quality.,7,1,1718,9255
Here is a comment by student #3779 for the class with id #021503. I give it 4 difficulty and 3 quality.,8,1,3779,9256
Here is a comment by student #3310 for the class with id #021503. I give it 3 difficulty and 4 quality.,8,0,3310,9257
Here is a comment by student #1262 for the class with id #021503. I give it 3 difficulty and 4 quality.,1,0,1262,9258
Here is a comment by student #2912 for the class with id #021503. I give it 4 difficulty and 3 quality.,1,0,2912,9259
Here is a comment by student #3421 for the class with id #021503. I give it 4 difficulty and 2 quality.,6,0,3421,9260
Here is a comment by student #3062 for the class with id #021503. I give it 1 difficulty and 1 quality.,0,0,3062,9261
Here is a comment by student #1162 for the class with id #021503. I give it 3 difficulty and 3 quality.,0,1,1162,9262
Here is a comment by student #2321 for the class with id #021503. I give it 4 difficulty and 2 quality.,0,0,2321,9263
Here is a comment by student #2772 for the class with id #021503. I give it 5 difficulty and 3 quality.,4,0,2772,9264
Here is a comment by student #3282 for the class with id #021503. I give it 2 difficulty and 3 quality.,8,2,3282,9265
Here is a comment by student #1881 for the class with id #021503. I give it 5 difficulty and 1 quality.,8,1,1881,9266
Here is a comment by student #1553 for the class with id #021503. I give it 5 difficulty and 2 quality.,0,1,1553,9267
Here is a comment by student #1051 for the class with id #021503. I give it 3 difficulty and 3 quality.,6,0,1051,9268
Here is a comment by student #1052 for the class with id #021503. I give it 4 difficulty and 3 quality.,2,0,1052,9269
Here is a comment by student #2492 for the class with id #021503. I give it 3 difficulty and 2 quality.,0,0,2492,9270
Here is a comment by student #3474 for the class with id #021503. I give it 5 difficulty and 2 quality.,1,0,3474,9271
Here is a comment by student #2343 for the class with id #021503. I give it 5 difficulty and 5 quality.,6,0,2343,9272
Here is a comment by student #3004 for the class with id #021503. I give it 1 difficulty and 2 quality.,0,0,3004,9273
Here is a comment by student #2734 for the class with id #021503. I give it 4 difficulty and 1 quality.,0,0,2734,9274
Here is a comment by student #1822 for the class with id #021503. I give it 5 difficulty and 3 quality.,6,2,1822,9275
Here is a comment by student #3984 for the class with id #021503. I give it 1 difficulty and 4 quality.,3,0,3984,9276
Here is a comment by student #2472 for the class with id #021503. I give it 3 difficulty and 2 quality.,4,0,2472,9277
Here is a comment by student #3194 for the class with id #021503. I give it 1 difficulty and 5 quality.,0,0,3194,9278
Here is a comment by student #2302 for the class with id #021503. I give it 5 difficulty and 5 quality.,4,0,2302,9279
Here is a comment by student #1083 for the class with id #021503. I give it 1 difficulty and 1 quality.,7,0,1083,9280
Here is a comment by student #3522 for the class with id #021503. I give it 2 difficulty and 4 quality.,3,0,3522,9281
Here is a comment by student #2925 for the class with id #021503. I give it 5 difficulty and 5 quality.,8,1,2925,9282
Here is a comment by student #3056 for the class with id #021503. I give it 1 difficulty and 5 quality.,7,0,3056,9283
Here is a comment by student #3296 for the class with id #021503. I give it 5 difficulty and 1 quality.,1,0,3296,9284
Here is a comment by student #2274 for the class with id #021503. I give it 4 difficulty and 1 quality.,0,0,2274,9285
Here is a comment by student #2975 for the class with id #021503. I give it 4 difficulty and 5 quality.,0,0,2975,9286
Here is a comment by student #3574 for the class with id #021503. I give it 4 difficulty and 5 quality.,0,0,3574,9287
Here is a comment by student #2857 for the class with id #021503. I give it 3 difficulty and 2 quality.,4,0,2857,9288
Here is a comment by student #1624 for the class with id #021503. I give it 1 difficulty and 3 quality.,2,2,1624,9289
Here is a comment by student #3835 for the class with id #021503. I give it 4 difficulty and 5 quality.,0,0,3835,9290
Here is a comment by student #2044 for the class with id #021503. I give it 4 difficulty and 1 quality.,0,0,2044,9291
Here is a comment by student #1847 for the class with id #021503. I give it 2 difficulty and 4 quality.,2,0,1847,9292
Here is a comment by student #3976 for the class with id #021503. I give it 5 difficulty and 4 quality.,1,2,3976,9293
Here is a comment by student #1546 for the class with id #021503. I give it 3 difficulty and 1 quality.,5,2,1546,9294
Here is a comment by student #3688 for the class with id #021503. I give it 3 difficulty and 1 quality.,3,0,3688,9295
Here is a comment by student #2988 for the class with id #021503. I give it 3 difficulty and 4 quality.,8,0,2988,9296
Here is a comment by student #2917 for the class with id #021503. I give it 2 difficulty and 4 quality.,3,0,2917,9297
Here is a comment by student #1506 for the class with id #021503. I give it 2 difficulty and 1 quality.,0,0,1506,9298
Here is a comment by student #2295 for the class with id #021503. I give it 2 difficulty and 5 quality.,7,0,2295,9299
Here is a comment by student #2437 for the class with id #021503. I give it 3 difficulty and 4 quality.,8,2,2437,9300
Here is a comment by student #1206 for the class with id #021503. I give it 5 difficulty and 2 quality.,0,1,1206,9301
Here is a comment by student #2013 for the class with id #004261. I give it 4 difficulty and 4 quality.,4,0,2013,9302
Here is a comment by student #2304 for the class with id #004261. I give it 1 difficulty and 2 quality.,3,0,2304,9303
Here is a comment by student #2881 for the class with id #004261. I give it 3 difficulty and 3 quality.,0,0,2881,9304
Here is a comment by student #1641 for the class with id #004261. I give it 3 difficulty and 3 quality.,0,0,1641,9305
Here is a comment by student #2394 for the class with id #004261. I give it 2 difficulty and 2 quality.,2,0,2394,9306
Here is a comment by student #2345 for the class with id #004261. I give it 4 difficulty and 1 quality.,1,2,2345,9307
Here is a comment by student #2794 for the class with id #004261. I give it 5 difficulty and 3 quality.,4,2,2794,9308
Here is a comment by student #2255 for the class with id #004261. I give it 4 difficulty and 5 quality.,8,0,2255,9309
Here is a comment by student #2013 for the class with id #004261. I give it 1 difficulty and 4 quality.,2,0,2013,9310
Here is a comment by student #1153 for the class with id #004261. I give it 3 difficulty and 1 quality.,3,0,1153,9311
Here is a comment by student #1364 for the class with id #004261. I give it 2 difficulty and 3 quality.,5,0,1364,9312
Here is a comment by student #3135 for the class with id #004261. I give it 1 difficulty and 3 quality.,0,1,3135,9313
Here is a comment by student #1504 for the class with id #004261. I give it 4 difficulty and 1 quality.,5,0,1504,9314
Here is a comment by student #1075 for the class with id #004261. I give it 2 difficulty and 4 quality.,0,1,1075,9315
Here is a comment by student #2856 for the class with id #004261. I give it 4 difficulty and 5 quality.,0,0,2856,9316
Here is a comment by student #2086 for the class with id #004261. I give it 1 difficulty and 3 quality.,7,0,2086,9317
Here is a comment by student #1488 for the class with id #004261. I give it 2 difficulty and 5 quality.,7,2,1488,9318
Here is a comment by student #2638 for the class with id #004261. I give it 1 difficulty and 3 quality.,1,2,2638,9319
Here is a comment by student #2836 for the class with id #004261. I give it 3 difficulty and 2 quality.,4,0,2836,9320
Here is a comment by student #2626 for the class with id #004261. I give it 3 difficulty and 2 quality.,6,0,2626,9321
Here is a comment by student #2376 for the class with id #004261. I give it 1 difficulty and 3 quality.,4,0,2376,9322
Here is a comment by student #3235 for the class with id #004261. I give it 1 difficulty and 2 quality.,0,0,3235,9323
Here is a comment by student #3296 for the class with id #004261. I give it 4 difficulty and 5 quality.,3,0,3296,9324
Here is a comment by student #3786 for the class with id #004261. I give it 1 difficulty and 1 quality.,4,0,3786,9325
Here is a comment by student #3557 for the class with id #004261. I give it 3 difficulty and 4 quality.,6,2,3557,9326
Here is a comment by student #2917 for the class with id #004261. I give it 4 difficulty and 5 quality.,1,0,2917,9327
Here is a comment by student #1506 for the class with id #004261. I give it 5 difficulty and 2 quality.,5,0,1506,9328
Here is a comment by student #3358 for the class with id #004261. I give it 2 difficulty and 5 quality.,7,0,3358,9329
Here is a comment by student #1330 for the class with id #022143. I give it 3 difficulty and 3 quality.,0,0,1330,9330
Here is a comment by student #3080 for the class with id #022143. I give it 4 difficulty and 4 quality.,0,0,3080,9331
Here is a comment by student #2231 for the class with id #022143. I give it 1 difficulty and 5 quality.,4,0,2231,9332
Here is a comment by student #1881 for the class with id #022143. I give it 3 difficulty and 5 quality.,0,0,1881,9333
Here is a comment by student #3891 for the class with id #022143. I give it 2 difficulty and 5 quality.,8,0,3891,9334
Here is a comment by student #2443 for the class with id #022143. I give it 1 difficulty and 1 quality.,2,0,2443,9335
Here is a comment by student #2522 for the class with id #022143. I give it 1 difficulty and 4 quality.,3,0,2522,9336
Here is a comment by student #1311 for the class with id #022143. I give it 1 difficulty and 2 quality.,3,0,1311,9337
Here is a comment by student #1823 for the class with id #022143. I give it 5 difficulty and 1 quality.,0,0,1823,9338
Here is a comment by student #1823 for the class with id #022143. I give it 1 difficulty and 5 quality.,2,0,1823,9339
Here is a comment by student #2871 for the class with id #022143. I give it 3 difficulty and 4 quality.,0,0,2871,9340
Here is a comment by student #3405 for the class with id #022143. I give it 3 difficulty and 1 quality.,7,0,3405,9341
Here is a comment by student #2352 for the class with id #022143. I give it 1 difficulty and 5 quality.,0,2,2352,9342
Here is a comment by student #1012 for the class with id #022143. I give it 2 difficulty and 3 quality.,5,2,1012,9343
Here is a comment by student #2855 for the class with id #022143. I give it 2 difficulty and 2 quality.,4,1,2855,9344
Here is a comment by student #3145 for the class with id #022143. I give it 3 difficulty and 4 quality.,0,2,3145,9345
Here is a comment by student #2045 for the class with id #022143. I give it 3 difficulty and 3 quality.,8,0,2045,9346
Here is a comment by student #2645 for the class with id #022143. I give it 4 difficulty and 5 quality.,0,0,2645,9347
Here is a comment by student #3744 for the class with id #022143. I give it 5 difficulty and 3 quality.,1,0,3744,9348
Here is a comment by student #3347 for the class with id #022143. I give it 4 difficulty and 1 quality.,4,0,3347,9349
Here is a comment by student #3094 for the class with id #022143. I give it 3 difficulty and 3 quality.,2,0,3094,9350
Here is a comment by student #2937 for the class with id #022143. I give it 2 difficulty and 2 quality.,0,0,2937,9351
Here is a comment by student #2606 for the class with id #022143. I give it 5 difficulty and 2 quality.,7,2,2606,9352
Here is a comment by student #1547 for the class with id #022143. I give it 2 difficulty and 3 quality.,2,0,1547,9353
Here is a comment by student #1434 for the class with id #022143. I give it 2 difficulty and 2 quality.,0,0,1434,9354
Here is a comment by student #3656 for the class with id #022143. I give it 1 difficulty and 1 quality.,0,0,3656,9355
Here is a comment by student #3046 for the class with id #022143. I give it 1 difficulty and 3 quality.,5,0,3046,9356
Here is a comment by student #1205 for the class with id #022143. I give it 3 difficulty and 1 quality.,6,0,1205,9357
Here is a comment by student #3285 for the class with id #022143. I give it 3 difficulty and 4 quality.,6,0,3285,9358
Here is a comment by student #1007 for the class with id #022143. I give it 4 difficulty and 4 quality.,3,0,1007,9359
Here is a comment by student #3845 for the class with id #022143. I give it 1 difficulty and 3 quality.,0,0,3845,9360
Here is a comment by student #2697 for the class with id #022143. I give it 1 difficulty and 5 quality.,0,2,2697,9361
Here is a comment by student #2785 for the class with id #022143. I give it 3 difficulty and 4 quality.,0,2,2785,9362
Here is a comment by student #3226 for the class with id #022143. I give it 2 difficulty and 3 quality.,0,0,3226,9363
Here is a comment by student #1388 for the class with id #022143. I give it 5 difficulty and 3 quality.,3,1,1388,9364
Here is a comment by student #3018 for the class with id #022143. I give it 2 difficulty and 5 quality.,5,0,3018,9365
Here is a comment by student #1128 for the class with id #022143. I give it 2 difficulty and 3 quality.,1,0,1128,9366
Here is a comment by student #3562 for the class with id #022956. I give it 4 difficulty and 4 quality.,1,0,3562,9367
Here is a comment by student #1435 for the class with id #022956. I give it 1 difficulty and 2 quality.,0,0,1435,9368
Here is a comment by student #1834 for the class with id #022956. I give it 1 difficulty and 4 quality.,6,0,1834,9369
Here is a comment by student #1657 for the class with id #022956. I give it 5 difficulty and 5 quality.,6,0,1657,9370
Here is a comment by student #3127 for the class with id #022956. I give it 1 difficulty and 3 quality.,0,0,3127,9371
Here is a comment by student #3717 for the class with id #022956. I give it 3 difficulty and 3 quality.,0,0,3717,9372
Here is a comment by student #2826 for the class with id #024252. I give it 4 difficulty and 1 quality.,2,1,2826,9373
Here is a comment by student #2177 for the class with id #024252. I give it 3 difficulty and 3 quality.,0,0,2177,9374
Here is a comment by student #3256 for the class with id #024252. I give it 1 difficulty and 4 quality.,8,1,3256,9375
Here is a comment by student #2047 for the class with id #024252. I give it 5 difficulty and 3 quality.,5,2,2047,9376
Here is a comment by student #2735 for the class with id #024252. I give it 4 difficulty and 3 quality.,1,0,2735,9377
Here is a comment by student #2855 for the class with id #024252. I give it 3 difficulty and 4 quality.,5,0,2855,9378
Here is a comment by student #2055 for the class with id #024985. I give it 1 difficulty and 5 quality.,1,0,2055,9379
Here is a comment by student #2658 for the class with id #024985. I give it 3 difficulty and 2 quality.,0,0,2658,9380
Here is a comment by student #1387 for the class with id #024985. I give it 2 difficulty and 5 quality.,6,0,1387,9381
Here is a comment by student #1439 for the class with id #024985. I give it 1 difficulty and 1 quality.,5,0,1439,9382
Here is a comment by student #2017 for the class with id #025138. I give it 1 difficulty and 3 quality.,0,0,2017,9383
Here is a comment by student #1707 for the class with id #025138. I give it 3 difficulty and 2 quality.,8,0,1707,9384
Here is a comment by student #2839 for the class with id #025138. I give it 2 difficulty and 4 quality.,3,1,2839,9385
Here is a comment by student #3736 for the class with id #024224. I give it 1 difficulty and 3 quality.,0,2,3736,9386
Here is a comment by student #3606 for the class with id #024224. I give it 5 difficulty and 1 quality.,2,0,3606,9387
Here is a comment by student #3054 for the class with id #024224. I give it 2 difficulty and 3 quality.,2,2,3054,9388
Here is a comment by student #3665 for the class with id #024224. I give it 4 difficulty and 4 quality.,6,0,3665,9389
Here is a comment by student #2006 for the class with id #024224. I give it 1 difficulty and 5 quality.,6,1,2006,9390
Here is a comment by student #2798 for the class with id #024224. I give it 4 difficulty and 1 quality.,7,0,2798,9391
Here is a comment by student #1477 for the class with id #025358. I give it 2 difficulty and 3 quality.,0,0,1477,9392
Here is a comment by student #1997 for the class with id #025358. I give it 2 difficulty and 5 quality.,0,0,1997,9393
Here is a comment by student #2308 for the class with id #025358. I give it 5 difficulty and 3 quality.,6,0,2308,9394
Here is a comment by student #1979 for the class with id #010977. I give it 1 difficulty and 3 quality.,5,2,1979,9395
Here is a comment by student #2571 for the class with id #010977. I give it 1 difficulty and 5 quality.,0,0,2571,9396
Here is a comment by student #2311 for the class with id #010977. I give it 1 difficulty and 5 quality.,0,0,2311,9397
Here is a comment by student #2343 for the class with id #010977. I give it 4 difficulty and 5 quality.,0,0,2343,9398
Here is a comment by student #1463 for the class with id #010977. I give it 2 difficulty and 4 quality.,2,0,1463,9399
Here is a comment by student #1774 for the class with id #010977. I give it 1 difficulty and 4 quality.,0,0,1774,9400
Here is a comment by student #2133 for the class with id #010977. I give it 4 difficulty and 4 quality.,3,0,2133,9401
Here is a comment by student #2813 for the class with id #010977. I give it 1 difficulty and 1 quality.,4,0,2813,9402
Here is a comment by student #1595 for the class with id #010977. I give it 5 difficulty and 4 quality.,1,0,1595,9403
Here is a comment by student #1773 for the class with id #010977. I give it 2 difficulty and 1 quality.,8,0,1773,9404
Here is a comment by student #2413 for the class with id #010977. I give it 4 difficulty and 5 quality.,0,1,2413,9405
Here is a comment by student #3253 for the class with id #010977. I give it 1 difficulty and 3 quality.,3,0,3253,9406
Here is a comment by student #3483 for the class with id #010977. I give it 3 difficulty and 2 quality.,8,0,3483,9407
Here is a comment by student #1174 for the class with id #010977. I give it 3 difficulty and 1 quality.,7,0,1174,9408
Here is a comment by student #1273 for the class with id #010977. I give it 3 difficulty and 1 quality.,5,0,1273,9409
Here is a comment by student #1894 for the class with id #010977. I give it 4 difficulty and 4 quality.,0,0,1894,9410
Here is a comment by student #1273 for the class with id #010977. I give it 4 difficulty and 5 quality.,0,0,1273,9411
Here is a comment by student #2786 for the class with id #010977. I give it 1 difficulty and 4 quality.,7,0,2786,9412
Here is a comment by student #1443 for the class with id #010977. I give it 3 difficulty and 5 quality.,3,1,1443,9413
Here is a comment by student #2765 for the class with id #010977. I give it 1 difficulty and 1 quality.,0,0,2765,9414
Here is a comment by student #3585 for the class with id #010977. I give it 2 difficulty and 3 quality.,0,0,3585,9415
Here is a comment by student #3614 for the class with id #010977. I give it 3 difficulty and 4 quality.,0,0,3614,9416
Here is a comment by student #2316 for the class with id #010977. I give it 3 difficulty and 4 quality.,2,0,2316,9417
Here is a comment by student #1896 for the class with id #010977. I give it 2 difficulty and 5 quality.,8,0,1896,9418
Here is a comment by student #3915 for the class with id #010977. I give it 4 difficulty and 5 quality.,0,0,3915,9419
Here is a comment by student #1966 for the class with id #010977. I give it 5 difficulty and 4 quality.,0,0,1966,9420
Here is a comment by student #2697 for the class with id #010977. I give it 1 difficulty and 4 quality.,2,0,2697,9421
Here is a comment by student #2428 for the class with id #010977. I give it 1 difficulty and 2 quality.,7,0,2428,9422
Here is a comment by student #1309 for the class with id #010977. I give it 1 difficulty and 3 quality.,4,0,1309,9423
Here is a comment by student #3866 for the class with id #010977. I give it 3 difficulty and 3 quality.,4,0,3866,9424
Here is a comment by student #1191 for the class with id #001465. I give it 2 difficulty and 4 quality.,4,0,1191,9425
Here is a comment by student #3909 for the class with id #001465. I give it 1 difficulty and 2 quality.,8,0,3909,9426
Here is a comment by student #1840 for the class with id #001465. I give it 4 difficulty and 1 quality.,2,0,1840,9427
Here is a comment by student #3092 for the class with id #001465. I give it 4 difficulty and 2 quality.,4,0,3092,9428
Here is a comment by student #2200 for the class with id #001465. I give it 4 difficulty and 2 quality.,1,0,2200,9429
Here is a comment by student #1390 for the class with id #001465. I give it 5 difficulty and 3 quality.,0,0,1390,9430
Here is a comment by student #1484 for the class with id #001465. I give it 3 difficulty and 4 quality.,8,2,1484,9431
Here is a comment by student #2703 for the class with id #001465. I give it 1 difficulty and 2 quality.,0,0,2703,9432
Here is a comment by student #1592 for the class with id #001465. I give it 2 difficulty and 5 quality.,6,0,1592,9433
Here is a comment by student #3733 for the class with id #001465. I give it 5 difficulty and 1 quality.,0,0,3733,9434
Here is a comment by student #3904 for the class with id #001465. I give it 4 difficulty and 1 quality.,0,0,3904,9435
Here is a comment by student #1803 for the class with id #001465. I give it 1 difficulty and 3 quality.,7,0,1803,9436
Here is a comment by student #3752 for the class with id #001465. I give it 1 difficulty and 5 quality.,0,0,3752,9437
Here is a comment by student #1042 for the class with id #001465. I give it 2 difficulty and 4 quality.,1,0,1042,9438
Here is a comment by student #1873 for the class with id #001465. I give it 4 difficulty and 4 quality.,0,2,1873,9439
Here is a comment by student #3034 for the class with id #001465. I give it 5 difficulty and 5 quality.,0,1,3034,9440
Here is a comment by student #1603 for the class with id #001465. I give it 1 difficulty and 2 quality.,4,0,1603,9441
Here is a comment by student #1784 for the class with id #001465. I give it 3 difficulty and 1 quality.,4,0,1784,9442
Here is a comment by student #3723 for the class with id #001465. I give it 3 difficulty and 4 quality.,2,0,3723,9443
Here is a comment by student #1225 for the class with id #001465. I give it 4 difficulty and 5 quality.,6,1,1225,9444
Here is a comment by student #1137 for the class with id #001465. I give it 1 difficulty and 5 quality.,0,1,1137,9445
Here is a comment by student #1464 for the class with id #001465. I give it 1 difficulty and 1 quality.,0,0,1464,9446
Here is a comment by student #3368 for the class with id #001465. I give it 5 difficulty and 3 quality.,2,2,3368,9447
Here is a comment by student #2295 for the class with id #001465. I give it 5 difficulty and 1 quality.,2,1,2295,9448
Here is a comment by student #1647 for the class with id #001465. I give it 2 difficulty and 5 quality.,3,2,1647,9449
Here is a comment by student #2131 for the class with id #016033. I give it 1 difficulty and 2 quality.,0,0,2131,9450
Here is a comment by student #1542 for the class with id #016033. I give it 1 difficulty and 4 quality.,8,0,1542,9451
Here is a comment by student #2645 for the class with id #016033. I give it 5 difficulty and 5 quality.,0,2,2645,9452
Here is a comment by student #1214 for the class with id #016033. I give it 3 difficulty and 5 quality.,2,0,1214,9453
Here is a comment by student #2243 for the class with id #016033. I give it 1 difficulty and 5 quality.,1,0,2243,9454
Here is a comment by student #1624 for the class with id #016033. I give it 4 difficulty and 2 quality.,1,0,1624,9455
Here is a comment by student #2186 for the class with id #016033. I give it 3 difficulty and 4 quality.,5,0,2186,9456
Here is a comment by student #3705 for the class with id #016033. I give it 3 difficulty and 2 quality.,3,0,3705,9457
Here is a comment by student #3154 for the class with id #016033. I give it 3 difficulty and 5 quality.,7,0,3154,9458
Here is a comment by student #1328 for the class with id #016033. I give it 3 difficulty and 4 quality.,3,0,1328,9459
Here is a comment by student #2988 for the class with id #016033. I give it 4 difficulty and 3 quality.,2,0,2988,9460
Here is a comment by student #1958 for the class with id #016033. I give it 1 difficulty and 3 quality.,0,1,1958,9461
Here is a comment by student #1294 for the class with id #016033. I give it 1 difficulty and 2 quality.,4,2,1294,9462
Here is a comment by student #2173 for the class with id #016033. I give it 3 difficulty and 3 quality.,2,0,2173,9463
Here is a comment by student #3405 for the class with id #016033. I give it 4 difficulty and 4 quality.,0,0,3405,9464
Here is a comment by student #2345 for the class with id #016033. I give it 3 difficulty and 3 quality.,0,1,2345,9465
Here is a comment by student #3206 for the class with id #016033. I give it 3 difficulty and 5 quality.,8,0,3206,9466
Here is a comment by student #2683 for the class with id #016033. I give it 4 difficulty and 2 quality.,1,0,2683,9467
Here is a comment by student #1904 for the class with id #016033. I give it 5 difficulty and 2 quality.,8,0,1904,9468
Here is a comment by student #1308 for the class with id #016033. I give it 5 difficulty and 4 quality.,6,0,1308,9469
Here is a comment by student #1111 for the class with id #004659. I give it 2 difficulty and 3 quality.,5,0,1111,9470
Here is a comment by student #3172 for the class with id #004659. I give it 1 difficulty and 2 quality.,7,0,3172,9471
Here is a comment by student #3560 for the class with id #004659. I give it 1 difficulty and 3 quality.,1,0,3560,9472
Here is a comment by student #1682 for the class with id #004659. I give it 3 difficulty and 2 quality.,7,0,1682,9473
Here is a comment by student #3311 for the class with id #004659. I give it 2 difficulty and 3 quality.,0,2,3311,9474
Here is a comment by student #2942 for the class with id #004659. I give it 5 difficulty and 2 quality.,7,0,2942,9475
Here is a comment by student #3492 for the class with id #004659. I give it 3 difficulty and 4 quality.,0,0,3492,9476
Here is a comment by student #2972 for the class with id #004659. I give it 4 difficulty and 5 quality.,2,0,2972,9477
Here is a comment by student #1853 for the class with id #004659. I give it 1 difficulty and 3 quality.,3,0,1853,9478
Here is a comment by student #3063 for the class with id #004659. I give it 3 difficulty and 5 quality.,1,0,3063,9479
Here is a comment by student #3616 for the class with id #004659. I give it 1 difficulty and 2 quality.,4,0,3616,9480
Here is a comment by student #3526 for the class with id #004659. I give it 5 difficulty and 5 quality.,0,0,3526,9481
Here is a comment by student #2926 for the class with id #004659. I give it 4 difficulty and 3 quality.,0,2,2926,9482
Here is a comment by student #2307 for the class with id #004659. I give it 4 difficulty and 4 quality.,1,2,2307,9483
Here is a comment by student #2508 for the class with id #004659. I give it 5 difficulty and 3 quality.,3,1,2508,9484
Here is a comment by student #2058 for the class with id #004659. I give it 4 difficulty and 1 quality.,2,0,2058,9485
Here is a comment by student #3797 for the class with id #004659. I give it 5 difficulty and 4 quality.,2,0,3797,9486
Here is a comment by student #1843 for the class with id #021798. I give it 4 difficulty and 3 quality.,2,2,1843,9487
Here is a comment by student #2693 for the class with id #021798. I give it 1 difficulty and 1 quality.,0,0,2693,9488
Here is a comment by student #1771 for the class with id #021798. I give it 2 difficulty and 5 quality.,3,0,1771,9489
Here is a comment by student #2324 for the class with id #021798. I give it 5 difficulty and 4 quality.,1,0,2324,9490
Here is a comment by student #1554 for the class with id #021798. I give it 2 difficulty and 4 quality.,2,0,1554,9491
Here is a comment by student #3340 for the class with id #017292. I give it 3 difficulty and 1 quality.,6,1,3340,9492
Here is a comment by student #3799 for the class with id #017292. I give it 5 difficulty and 5 quality.,8,0,3799,9493
Here is a comment by student #2570 for the class with id #017292. I give it 3 difficulty and 4 quality.,7,1,2570,9494
Here is a comment by student #2970 for the class with id #017292. I give it 1 difficulty and 1 quality.,8,0,2970,9495
Here is a comment by student #2940 for the class with id #017292. I give it 1 difficulty and 4 quality.,8,1,2940,9496
Here is a comment by student #3314 for the class with id #017292. I give it 5 difficulty and 2 quality.,5,0,3314,9497
Here is a comment by student #1364 for the class with id #017292. I give it 2 difficulty and 3 quality.,3,0,1364,9498
Here is a comment by student #2416 for the class with id #017292. I give it 5 difficulty and 1 quality.,5,0,2416,9499
Here is a comment by student #2015 for the class with id #017292. I give it 5 difficulty and 4 quality.,0,0,2015,9500
Here is a comment by student #1926 for the class with id #017292. I give it 5 difficulty and 5 quality.,4,0,1926,9501
Here is a comment by student #3838 for the class with id #017292. I give it 2 difficulty and 5 quality.,6,0,3838,9502
Here is a comment by student #3128 for the class with id #017292. I give it 1 difficulty and 1 quality.,0,2,3128,9503
Here is a comment by student #3475 for the class with id #017292. I give it 2 difficulty and 2 quality.,0,0,3475,9504
Here is a comment by student #1733 for the class with id #017192. I give it 2 difficulty and 2 quality.,0,0,1733,9505
Here is a comment by student #2322 for the class with id #017192. I give it 1 difficulty and 3 quality.,0,1,2322,9506
Here is a comment by student #2433 for the class with id #017192. I give it 1 difficulty and 3 quality.,8,0,2433,9507
Here is a comment by student #1985 for the class with id #017192. I give it 3 difficulty and 1 quality.,0,0,1985,9508
Here is a comment by student #2223 for the class with id #017192. I give it 1 difficulty and 5 quality.,5,0,2223,9509
Here is a comment by student #3606 for the class with id #017192. I give it 2 difficulty and 4 quality.,1,0,3606,9510
Here is a comment by student #2035 for the class with id #017192. I give it 1 difficulty and 4 quality.,3,2,2035,9511
Here is a comment by student #2147 for the class with id #017192. I give it 2 difficulty and 5 quality.,8,2,2147,9512
Here is a comment by student #1004 for the class with id #001489. I give it 5 difficulty and 3 quality.,2,0,1004,9513
Here is a comment by student #3302 for the class with id #001489. I give it 5 difficulty and 5 quality.,6,0,3302,9514
Here is a comment by student #3983 for the class with id #001489. I give it 2 difficulty and 2 quality.,6,1,3983,9515
Here is a comment by student #2085 for the class with id #001489. I give it 3 difficulty and 5 quality.,0,0,2085,9516
Here is a comment by student #1675 for the class with id #001489. I give it 2 difficulty and 5 quality.,3,0,1675,9517
Here is a comment by student #1725 for the class with id #001489. I give it 5 difficulty and 4 quality.,4,0,1725,9518
